"State","Product","Sub.product","count"
"Utah","Consumer Loan","Vehicle loan",48
"Virginia","Bank account or service","(CD) Certificate of deposit",84
"Virginia","Debt collection","Auto",71
"Virginia","Bank account or service","Cashing a check without an account",16
"Virginia","Other financial service","Check cashing",5
"Virginia","Bank account or service","Checking account",1190
"Virginia","Mortgage","Conventional adjustable mortgage (ARM)",742
"Virginia","Mortgage","Conventional fixed mortgage",1774
"Virginia","Credit Card","Credit Card",2146
"Virginia","Debt collection","Credit card",544
"Virginia","Credit reporting","Credit reporting",3172
"Virginia","Other financial service","Debt settlement",1
"Virginia","Money transfers","Domestic (US) money transfer",65
"Virginia","Mortgage","FHA mortgage",551
"Virginia","Debt collection","Federal student loan",50
"Virginia","Prepaid card","General purpose card",23
"Virginia","Prepaid card","Gift or merchant card",12
"Virginia","Prepaid card","Government benefit payment card",5
"Virginia","Mortgage","Home equity loan or line of credit",262
"Virginia","Debt collection","I do not know",625
"Virginia","Prepaid card","ID prepaid card",5
"Virginia","Consumer Loan","Installment loan",167
"Virginia","Money transfers","International money transfer",64
"Virginia","Debt collection","Medical",350
"Virginia","Prepaid card","Mobile wallet",7
"Virginia","Other financial service","Money order",1
"Virginia","Debt collection","Mortgage",108
"Virginia","Student loan","Non-federal student loan",538
"Virginia","Debt collection","Other (i.e. phone, health club, etc.)",833
"Virginia","Bank account or service","Other bank product/service",327
"Virginia","Mortgage","Other mortgage",1848
"Virginia","Prepaid card","Other special purpose card",1
"Virginia","Consumer Loan","Pawn loan",1
"Virginia","Debt collection","Payday loan",310
"Virginia","Prepaid card","Payroll card",12
"Virginia","Consumer Loan","Personal line of credit",43
"Virginia","Other financial service","Refund anticipation check",2
"Virginia","Mortgage","Reverse mortgage",33
"Virginia","Bank account or service","Savings account",98
"Virginia","Mortgage","Second mortgage",20
"Virginia","Consumer Loan","Title loan",11
"Virginia","Prepaid card","Transit card",1
"Virginia","Mortgage","VA mortgage",263
"Virginia","Consumer Loan","Vehicle lease",50
"Virginia","Consumer Loan","Vehicle loan",393
"Vermont","Bank account or service","(CD) Certificate of deposit",10
"Vermont","Debt collection","Auto",1
"Vermont","Bank account or service","Checking account",76
"Vermont","Mortgage","Conventional adjustable mortgage (ARM)",13
"Vermont","Mortgage","Conventional fixed mortgage",97
"Vermont","Credit Card","Credit Card",149
"Vermont","Debt collection","Credit card",34
"Vermont","Credit reporting","Credit reporting",105
"Vermont","Money transfers","Domestic (US) money transfer",2
"Vermont","Mortgage","FHA mortgage",14
"Vermont","Debt collection","Federal student loan",1
"Vermont","Prepaid card","General purpose card",1
"Vermont","Prepaid card","Gift or merchant card",3
"Vermont","Mortgage","Home equity loan or line of credit",18
"Vermont","Debt collection","I do not know",19
"Vermont","Consumer Loan","Installment loan",7
"Vermont","Money transfers","International money transfer",6
"Vermont","Debt collection","Medical",11
"Vermont","Debt collection","Mortgage",4
"Vermont","Student loan","Non-federal student loan",55
"Vermont","Debt collection","Other (i.e. phone, health club, etc.)",37
"Vermont","Bank account or service","Other bank product/service",26
"Vermont","Mortgage","Other mortgage",142
"Vermont","Debt collection","Payday loan",8
"Vermont","Consumer Loan","Personal line of credit",2
"Vermont","Mortgage","Reverse mortgage",3
"Vermont","Bank account or service","Savings account",3
"Vermont","Mortgage","Second mortgage",2
"Vermont","Consumer Loan","Title loan",1
"Vermont","Mortgage","VA mortgage",4
"Vermont","Consumer Loan","Vehicle lease",5
"Vermont","Consumer Loan","Vehicle loan",26
"Washington","Bank account or service","(CD) Certificate of deposit",42
"Washington","Debt collection","Auto",56
"Washington","Bank account or service","Cashing a check without an account",2
"Washington","Other financial service","Check cashing",3
"Washington","Bank account or service","Checking account",709
"Washington","Mortgage","Conventional adjustable mortgage (ARM)",521
"Washington","Mortgage","Conventional fixed mortgage",1241
"Washington","Credit Card","Credit Card",1195
"Washington","Debt collection","Credit card",357
"Washington","Other financial service","Credit repair",2
"Washington","Credit reporting","Credit reporting",1709
"Washington","Other financial service","Debt settlement",2
"Washington","Money transfers","Domestic (US) money transfer",40
"Washington","Mortgage","FHA mortgage",422
"Washington","Debt collection","Federal student loan",36
"Washington","Other financial service","Foreign currency exchange",2
"Washington","Prepaid card","General purpose card",24
"Washington","Prepaid card","Gift or merchant card",8
"Washington","Prepaid card","Government benefit payment card",3
"Washington","Mortgage","Home equity loan or line of credit",170
"Washington","Debt collection","I do not know",439
"Washington","Consumer Loan","Installment loan",58
"Washington","Money transfers","International money transfer",34
"Washington","Debt collection","Medical",275
"Washington","Prepaid card","Mobile wallet",5
"Washington","Debt collection","Mortgage",64
"Washington","Student loan","Non-federal student loan",341
"Washington","Debt collection","Other (i.e. phone, health club, etc.)",686
"Washington","Bank account or service","Other bank product/service",203
"Washington","Mortgage","Other mortgage",1543
"Washington","Prepaid card","Other special purpose card",1
"Washington","Payday loan","Payday loan",118
"Washington","Prepaid card","Payroll card",2
"Washington","Consumer Loan","Personal line of credit",24
"Washington","Mortgage","Reverse mortgage",29
"Washington","Bank account or service","Savings account",67
"Washington","Mortgage","Second mortgage",12
"Washington","Consumer Loan","Title loan",5
"Washington","Other financial service","Traveler/Cashier Checks",1
"Washington","Mortgage","VA mortgage",107
"Washington","Consumer Loan","Vehicle lease",13
"Washington","Consumer Loan","Vehicle loan",151
"Wisconsin","Bank account or service","(CD) Certificate of deposit",33
"Wisconsin","Debt collection","Auto",15
"Wisconsin","Bank account or service","Cashing a check without an account",1
"Wisconsin","Other financial service","Check cashing",2
"Wisconsin","Bank account or service","Checking account",352
"Wisconsin","Mortgage","Conventional adjustable mortgage (ARM)",158
"Wisconsin","Mortgage","Conventional fixed mortgage",611
"Wisconsin","Credit Card","Credit Card",936
"Wisconsin","Debt collection","Credit card",201
"Wisconsin","Credit reporting","Credit reporting",741
"Wisconsin","Other financial service","Debt settlement",1
"Wisconsin","Money transfers","Domestic (US) money transfer",28
"Wisconsin","Mortgage","FHA mortgage",228
"Wisconsin","Debt collection","Federal student loan",19
"Wisconsin","Other financial service","Foreign currency exchange",2
"Wisconsin","Prepaid card","General purpose card",17
"Wisconsin","Prepaid card","Gift or merchant card",6
"Wisconsin","Prepaid card","Government benefit payment card",3
"Wisconsin","Mortgage","Home equity loan or line of credit",100
"Wisconsin","Debt collection","I do not know",230
"Wisconsin","Prepaid card","ID prepaid card",1
"Wisconsin","Consumer Loan","Installment loan",67
"Wisconsin","Money transfers","International money transfer",17
"Wisconsin","Debt collection","Medical",188
"Wisconsin","Prepaid card","Mobile wallet",8
"Wisconsin","Debt collection","Mortgage",30
"Wisconsin","Student loan","Non-federal student loan",213
"Wisconsin","Debt collection","Other (i.e. phone, health club, etc.)",266
"Wisconsin","Bank account or service","Other bank product/service",106
"Wisconsin","Mortgage","Other mortgage",680
"Wisconsin","Prepaid card","Other special purpose card",2
"Wisconsin","Consumer Loan","Pawn loan",1
"Wisconsin","Payday loan","Payday loan",183
"Wisconsin","Prepaid card","Payroll card",4
"Wisconsin","Consumer Loan","Personal line of credit",26
"Wisconsin","Other financial service","Refund anticipation check",1
"Wisconsin","Mortgage","Reverse mortgage",10
"Wisconsin","Bank account or service","Savings account",39
"Wisconsin","Mortgage","Second mortgage",7
"Wisconsin","Consumer Loan","Title loan",5
"Wisconsin","Other financial service","Traveler/Cashier Checks",1
"Wisconsin","Mortgage","VA mortgage",39
"Wisconsin","Consumer Loan","Vehicle lease",8
"Wisconsin","Consumer Loan","Vehicle loan",138
"West Virginia","Bank account or service","(CD) Certificate of deposit",6
"West Virginia","Debt collection","Auto",5
"West Virginia","Other financial service","Check cashing",4
"West Virginia","Bank account or service","Checking account",97
"West Virginia","Mortgage","Conventional adjustable mortgage (ARM)",19
"West Virginia","Mortgage","Conventional fixed mortgage",115
"West Virginia","Credit Card","Credit Card",171
"West Virginia","Debt collection","Credit card",60
"West Virginia","Other financial service","Credit repair",1
"West Virginia","Credit reporting","Credit reporting",289
"West Virginia","Money transfers","Domestic (US) money transfer",6
"West Virginia","Mortgage","FHA mortgage",39
"West Virginia","Debt collection","Federal student loan",3
"West Virginia","Prepaid card","General purpose card",1
"West Virginia","Prepaid card","Government benefit payment card",2
"West Virginia","Mortgage","Home equity loan or line of credit",14
"West Virginia","Debt collection","I do not know",64
"West Virginia","Consumer Loan","Installment loan",10
"West Virginia","Money transfers","International money transfer",7
"West Virginia","Debt collection","Medical",37
"West Virginia","Debt collection","Mortgage",8
"West Virginia","Student loan","Non-federal student loan",90
"West Virginia","Debt collection","Other (i.e. phone, health club, etc.)",71
"West Virginia","Bank account or service","Other bank product/service",21
"West Virginia","Mortgage","Other mortgage",125
"West Virginia","Debt collection","Payday loan",7
"West Virginia","Consumer Loan","Personal line of credit",1
"West Virginia","Mortgage","Reverse mortgage",5
"West Virginia","Bank account or service","Savings account",6
"West Virginia","Prepaid card","Transit card",1
"West Virginia","Mortgage","VA mortgage",9
"West Virginia","Consumer Loan","Vehicle lease",2
"West Virginia","Consumer Loan","Vehicle loan",54
"Wyoming","Bank account or service","(CD) Certificate of deposit",2
"Wyoming","Debt collection","Auto",3
"Wyoming","Bank account or service","Checking account",20
"Wyoming","Mortgage","Conventional adjustable mortgage (ARM)",12
"Wyoming","Mortgage","Conventional fixed mortgage",61
"Wyoming","Credit Card","Credit Card",58
"Wyoming","Debt collection","Credit card",25
"Wyoming","Other financial service","Credit repair",1
"Wyoming","Credit reporting","Credit reporting",114
"Wyoming","Money transfers","Domestic (US) money transfer",1
"Wyoming","Mortgage","FHA mortgage",15
"Wyoming","Debt collection","Federal student loan",2
"Wyoming","Mortgage","Home equity loan or line of credit",5
"Wyoming","Debt collection","I do not know",26
"Wyoming","Consumer Loan","Installment loan",1
"Wyoming","Debt collection","Medical",17
"Wyoming","Debt collection","Mortgage",4
"Wyoming","Student loan","Non-federal student loan",27
"Wyoming","Debt collection","Other (i.e. phone, health club, etc.)",34
"Wyoming","Bank account or service","Other bank product/service",8
"Wyoming","Mortgage","Other mortgage",42
"Wyoming","Payday loan","Payday loan",14
"Wyoming","Consumer Loan","Personal line of credit",3
"Wyoming","Mortgage","Reverse mortgage",2
"Wyoming","Bank account or service","Savings account",1
"Wyoming","Mortgage","Second mortgage",2
"Wyoming","Mortgage","VA mortgage",8
"Wyoming","Consumer Loan","Vehicle lease",2
"Wyoming","Consumer Loan","Vehicle loan",13
